table_name,conname,pg_get_constraintdef
sales_activities,sales_activities_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
sales_activities,sales_activities_pkey,PRIMARY KEY (id)
sales_activities,sales_activities_activity_type_check,"CHECK ((activity_type = ANY (ARRAY['CALL'::text, 'EMAIL'::text, 'MEETING'::text, 'NOTE'::text])))"
sales_activities,sales_activities_user_id_fkey,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE SET NULL
sales_targets,sales_targets_pkey,PRIMARY KEY (id)
sales_targets,sales_targets_user_id_fkey,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE SET NULL
sales_targets,sales_targets_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
invoice_commissions,invoice_commissions_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
invoice_commissions,invoice_commissions_pkey,PRIMARY KEY (id)
invoice_commissions,invoice_commissions_sales_rep_id_fkey,FOREIGN KEY (sales_rep_id) REFERENCES users(id) ON DELETE CASCADE
invoice_commissions,invoice_commissions_invoice_id_fkey,FOREIGN KEY (invoice_id) REFERENCES invoices(id) ON DELETE CASCADE
